3.800000000000000000e+01,4.100000000000000000e+01,4.650000000000000000e+01,1.762349999999999994e+01,6.370499999999999829e+00
2.100000000000000000e+01,2.250000000000000000e+01,2.500000000000000000e+01,6.549999999999999822e+00,3.325000000000000178e+00
2.760000000000000142e+01,3.000000000000000000e+01,3.500000000000000000e+01,1.266999999999999993e+01,4.690000000000000391e+00
2.039999999999999858e+01,2.200000000000000000e+01,2.469999999999999929e+01,5.804499999999999993e+00,3.754399999999999959e+00
2.300000000000000000e+01,2.500000000000000000e+01,2.800000000000000000e+01,1.108799999999999919e+01,4.144000000000000128e+00
3.700000000000000000e+01,4.000000000000000000e+01,4.250000000000000000e+01,1.173000000000000043e+01,7.224999999999999645e+00
3.200000000000000000e+01,3.450000000000000000e+01,3.650000000000000000e+01,1.025650000000000084e+01,6.387500000000000178e+00
2.050000000000000000e+01,2.250000000000000000e+01,2.400000000000000000e+01,5.855999999999999872e+00,3.624000000000000110e+00
1.900000000000000000e+01,2.100000000000000000e+01,2.250000000000000000e+01,5.917500000000000426e+00,3.307500000000000107e+00
5.600000000000000000e+01,6.000000000000000000e+01,6.400000000000000000e+01,9.599999999999999645e+00,6.144000000000000128e+00
5.900000000000000000e+01,6.339999999999999858e+01,6.800000000000000000e+01,1.081199999999999939e+01,7.480000000000000426e+00
2.000000000000000000e+01,2.200000000000000000e+01,2.350000000000000000e+01,5.875000000000000000e+00,3.524999999999999911e+00
2.760000000000000142e+01,3.000000000000000000e+01,3.510000000000000142e+01,1.400489999999999924e+01,4.843799999999999883e+00
3.400000000000000000e+01,3.600000000000000000e+01,3.829999999999999716e+01,1.060909999999999975e+01,6.740800000000000125e+00
2.950000000000000000e+01,3.200000000000000000e+01,3.729999999999999716e+01,1.391290000000000049e+01,5.072799999999999976e+00
3.370000000000000284e+01,3.639999999999999858e+01,3.960000000000000142e+01,1.176120000000000054e+01,6.573599999999999888e+00
4.010000000000000142e+01,4.300000000000000000e+01,4.579999999999999716e+01,7.785999999999999588e+00,5.129599999999999937e+00
2.630000000000000071e+01,2.900000000000000000e+01,3.350000000000000000e+01,1.273000000000000043e+01,4.455499999999999794e+00
3.039999999999999858e+01,3.300000000000000000e+01,3.850000000000000000e+01,1.493800000000000061e+01,5.197499999999999787e+00
1.819999999999999929e+01,1.980000000000000071e+01,2.219999999999999929e+01,5.616600000000000037e+00,3.174599999999999866e+00
7.500000000000000000e+00,8.400000000000000355e+00,8.800000000000000711e+00,2.112000000000000099e+00,1.407999999999999918e+00
4.479999999999999716e+01,4.800000000000000000e+01,5.120000000000000284e+01,7.679999999999999716e+00,5.376000000000000334e+00
2.680000000000000071e+01,2.969999999999999929e+01,3.450000000000000000e+01,1.417950000000000088e+01,5.278500000000000192e+00
3.550000000000000000e+01,3.800000000000000000e+01,4.050000000000000000e+01,7.290000000000000036e+00,4.576500000000000234e+00
1.630000000000000071e+01,1.769999999999999929e+01,1.980000000000000071e+01,7.405199999999999783e+00,2.673000000000000043e+00
2.950000000000000000e+01,3.169999999999999929e+01,3.500000000000000000e+01,9.484999999999999432e+00,5.355000000000000426e+00
2.689999999999999858e+01,2.869999999999999929e+01,3.010000000000000142e+01,7.585200000000000387e+00,4.635399999999999743e+00
2.210000000000000142e+01,2.350000000000000000e+01,2.680000000000000071e+01,7.396799999999999820e+00,4.127200000000000202e+00
1.209999999999999964e+01,1.300000000000000000e+01,1.380000000000000071e+01,2.277000000000000135e+00,1.255800000000000027e+00
2.850000000000000000e+01,3.100000000000000000e+01,3.400000000000000000e+01,1.074399999999999977e+01,6.562000000000000277e+00
2.200000000000000000e+01,2.400000000000000000e+01,2.719999999999999929e+01,7.534399999999999764e+00,3.835199999999999942e+00
2.000000000000000000e+01,2.200000000000000000e+01,2.350000000000000000e+01,6.110000000000000320e+00,3.524999999999999911e+00
3.139999999999999858e+01,3.400000000000000000e+01,3.920000000000000284e+01,1.599360000000000070e+01,5.370400000000000063e+00
2.560000000000000142e+01,2.800000000000000000e+01,3.080000000000000071e+01,8.778000000000000469e+00,4.681600000000000428e+00
1.140000000000000036e+01,1.200000000000000000e+01,1.319999999999999929e+01,2.204400000000000137e+00,1.148400000000000087e+00
3.169999999999999929e+01,3.400000000000000000e+01,3.779999999999999716e+01,5.707799999999999763e+00,4.158000000000000362e+00
1.750000000000000000e+01,1.880000000000000071e+01,2.119999999999999929e+01,5.575599999999999667e+00,2.904399999999999871e+00
1.069999999999999929e+01,1.119999999999999929e+01,1.240000000000000036e+01,2.083200000000000163e+00,1.277199999999999891e+00
2.400000000000000000e+01,2.630000000000000071e+01,3.119999999999999929e+01,1.248000000000000043e+01,4.305600000000000094e+00
2.400000000000000000e+01,2.600000000000000000e+01,2.919999999999999929e+01,8.876799999999999358e+00,4.496800000000000352e+00
3.270000000000000284e+01,3.500000000000000000e+01,3.879999999999999716e+01,5.936399999999999899e+00,4.384400000000000297e+00
2.539999999999999858e+01,2.750000000000000000e+01,2.889999999999999858e+01,7.167200000000000237e+00,4.334999999999999964e+00
2.300000000000000000e+01,2.500000000000000000e+01,2.650000000000000000e+01,6.439499999999999780e+00,3.683499999999999996e+00
3.650000000000000000e+01,3.900000000000000000e+01,4.139999999999999858e+01,1.113659999999999961e+01,7.493400000000000283e+00
2.000000000000000000e+01,2.200000000000000000e+01,2.350000000000000000e+01,5.639999999999999680e+00,3.524999999999999911e+00
1.380000000000000071e+01,1.500000000000000000e+01,1.600000000000000000e+01,3.823999999999999844e+00,2.431999999999999940e+00
3.700000000000000000e+01,4.000000000000000000e+01,4.239999999999999858e+01,1.238080000000000069e+01,7.462399999999999700e+00
1.380000000000000071e+01,1.500000000000000000e+01,1.619999999999999929e+01,2.932199999999999918e+00,1.879199999999999982e+00
3.130000000000000071e+01,3.400000000000000000e+01,3.950000000000000000e+01,1.512850000000000072e+01,5.569499999999999673e+00
2.400000000000000000e+01,2.600000000000000000e+01,2.900000000000000000e+01,1.136800000000000033e+01,4.233999999999999986e+00
2.589999999999999858e+01,2.800000000000000000e+01,2.939999999999999858e+01,7.820400000000000240e+00,4.204200000000000159e+00
2.939999999999999858e+01,3.200000000000000000e+01,3.720000000000000284e+01,1.495439999999999969e+01,5.170799999999999841e+00
2.050000000000000000e+01,2.250000000000000000e+01,2.400000000000000000e+01,6.791999999999999815e+00,3.624000000000000110e+00
2.519999999999999929e+01,2.730000000000000071e+01,2.869999999999999929e+01,8.323000000000000398e+00,5.137299999999999756e+00
